title,author,journal,date,link,new_article,new_citation,related,subject
Storage of qubits in a solid-state quantum memory array,"M Teller, S Plascencia, CS Jachimska, S Grandi…",Quantum 2.0,2025-08-02 22:22:30-2025,https://opg.optica.org/abstract.cfm?uri=QUANTUM-2025-QM4A.3,,,,optical frequency combs
Mechanism of intensity noise suppression in Yb-doped phase-biased mode-locked NALM lasers,"S Ebrahimzadeh, J Maldaner, S Adnan, C Rea, Y Li…",Optics Express,2025-08-02 22:22:30-2025,https://opg.optica.org/abstract.cfm?uri=oe-33-16-33786,,,,optical frequency combs
Non-adaptive measurement-based quantum computation using a qudit GHZ state,"J Yoo, S Sciara, N Montaut, A George, R Morandotti",Quantum 2.0,2025-08-02 22:22:30-2025,https://opg.optica.org/abstract.cfm?uri=QUANTUM-2025-QM2A.6,,,,optical frequency combs
Vector soliton molecules and their interactions for the coupled cubic-quintic nonlinear Schrödinger system in a non-Kerr medium: asymptotic behaviors,"XM Song, Z Du",Optics Express,2025-08-02 22:22:30-2025,https://opg.optica.org/abstract.cfm?uri=oe-33-16-33966,,,,disspiative kerr soliton
[PDF] High-efficiency and broadband coherent optical comb generation in integrated X-cut lithium niobate microresonators,"Y Song, Z Li, X Zhu, N Lippok, M Erkintalo, M Loncar",arXiv preprint arXiv …,2025-08-01 12:47:46-2025,https://arxiv.org/pdf/2507.21272,,,Tobias Herr ;Xiaoxiao Xue ;Myoung-Gyun Suh (서명균; 徐明均) ;Xingchen Ji;Pascal Del'Haye ;Michal Lipson ;Lan Yang ,microresonator;optical frequency combs;disspiative kerr soliton
[PDF] Universal dynamics and microwave control of programmable cavity electro-optic frequency combs,"Y Song, T Lei, Y Xue, A Cordaro, M Haas, G Huang…",arXiv preprint arXiv …,2025-08-01 12:47:46-2025,https://arxiv.org/pdf/2507.21835,,,Tobias Herr ;Xiaoxiao Xue ;Myoung-Gyun Suh (서명균; 徐明均) ;Xingchen Ji;Pascal Del'Haye ;Michal Lipson ,microresonator;optical frequency combs;disspiative kerr soliton
Single solitons and intermode breathing solitons in MgF 2 microresonators,"A Niang, L Courtright, G Carter, CR Menyuk",Physical Review A,2025-08-01 12:47:46-2025,https://journals.aps.org/pra/abstract/10.1103/bkzf-65qy,,,Tobias Herr ;Xiaoxiao Xue ;Myoung-Gyun Suh (서명균; 徐明均) ;Xingchen Ji;Pascal Del'Haye ;Michal Lipson ;Lan Yang ,microresonator;optical frequency combs;disspiative kerr soliton
[PDF] Strong-coupling and high-bandwidth cavity electro-optic modulation for advanced pulse-comb synthesis,"T Lei, Y Song, Y Xue, Q Gong, M Lončar, Y Hu",arXiv preprint arXiv:2507.21855,2025-08-01 12:47:46-2025,https://arxiv.org/pdf/2507.21855,,,Tobias Herr ;Xiaoxiao Xue ;Myoung-Gyun Suh (서명균; 徐明均) ;Xingchen Ji;Pascal Del'Haye ;Michal Lipson ,microresonator;optical frequency combs
Two-dimensional soliton families in saturable quasi-nonlinear lattices,"X Zeng, MR Belić, D Mihalache, X Lu, Y Cai, J Li, X Zhu…",Optics Express,2025-08-01 12:47:46-2025,https://opg.optica.org/abstract.cfm?uri=oe-33-16-33483,,,Tobias Herr ,disspiative kerr soliton
[PDF] Carbon-Based Composite Reinforced Chitosan Film to Initiate Wavelength-Tunable Q-Switched Erbium-Doped Fiber Laser,"NF Azmy, MFH Rosli, N Yusoff, H Ahmad",Physica Scripta,2025-08-02 07:13:36-2025,https://iopscience.iop.org/article/10.1088/1402-4896/adf580/pdf,,,Tobias Herr ,
Ultra-low loss optical delay lines based on silicon nitride SWG technology,"M Tosi, MC Bustillos, H Sun, LA Bulus-Rossini, J Azaña…",Optics Express,2025-08-01 12:47:46-2025,https://opg.optica.org/abstract.cfm?uri=oe-33-16-33351,,,Tobias Herr ;Xiaoxiao Xue ;Michal Lipson ,silicon photonics
Enhanced feedback sensitivity suppression in phase-detuned tunable lasers with high-Q Vernier-effect based ring resonators,"Y Xue, B Pan, Y Liu, E Soltanian, J Zhang, G Morthier…",Optics Express,2025-08-02 07:13:36-2025,https://opg.optica.org/abstract.cfm?uri=oe-33-16-33342,,,Tobias Herr ;Myoung-Gyun Suh (서명균; 徐明均) ;Xingchen Ji;Pascal Del'Haye ;Michal Lipson ,
[PDF] Dissipative structures in one-and two-dimensional Kerr cavities with a spatially periodic pump,"WR Sun, WC Ma, BA Malomed",Physical Review A,2025-07-04 20:21:36-2025,https://arxiv.org/pdf/2507.01325,,,Xiaoxiao Xue ;Michal Lipson ;Tobias Herr ;Xingchen Ji;Pascal Del'Haye ;Myoung-Gyun Suh (서명균; 徐明均) ,optical frequency combs;microresonator;disspiative kerr soliton
Low-Spurious Multiformat Microwave Signal Generation Based on an Actively Mode-Locked Dual-Loop Optoelectronic Oscillator,"C Du, S Liu, L Yang, M Liu, L Tang, H Chen, X Xu…",IEEE Transactions on …,2025-08-01 12:47:46-2025,https://ieeexplore.ieee.org/abstract/document/11099057/,,,Xiaoxiao Xue ;Myoung-Gyun Suh (서명균; 徐明均) ,optical frequency combs
[HTML] Probabilistic Shaping Based on Single-Layer LUT Combined with RBFNN Nonlinear Equalization in a Photonic Terahertz OFDM System,"Y Huang, K Li, F Zhang, J Yu",Electronics,2025-08-02 07:13:36-2025,https://www.mdpi.com/2079-9292/14/13/2677,,,Xiaoxiao Xue ,
[HTML] Frequency division optoelectronic oscillator for high division factor,"C Liu, X Wang, Q Cen, H Xu, F Yin, K Xu, M Li, Y Dai",Optics Express,2025-08-01 12:47:46-2025,https://opg.optica.org/oe/fulltext.cfm?uri=oe-33-16-33494,,,Xiaoxiao Xue ,optical frequency combs
Effect of doping Kerr nonlinearity on soliton dynamics and supercontinuum generation,"S Zhao, S Li, S Qing, Y Zeng, S Liu, R Guo",Journal of Modern Optics,2025-07-28 03:36:10-2025,https://www.tandfonline.com/doi/abs/10.1080/09500340.2025.2523946,,,Xingchen Ji;Tobias Herr ,microresonator
Numerical investigation of Fe-doped chalcogenide chirped pulse amplifier,"L Yu, D Okazaki, Y Kirita, S Tokita, H Uehara…",Optics Express,2025-08-02 07:13:36-2025,https://opg.optica.org/abstract.cfm?uri=oe-33-16-33435,,,Xingchen Ji;Michal Lipson ,
Vortex solitons in atomic-molecular Bose-Einstein condensates with a square-optical-lattice potential,"Y Zhao, W Liu, L Wang, Z Fan, Q Zhou, BA Malomed…",Chinese Physics Letters,2025-08-02 07:13:36-2025,https://iopscience.iop.org/article/10.1088/0256-307X/42/9/090002/meta,,,Pascal Del'Haye ,
[HTML] High-power on-chip hyperparametric oscillator,"Y Sun, F Lei, Y Gao, V Torres-Company",Optics Letters,2025-08-01 12:47:46-2025,https://opg.optica.org/ol/fulltext.cfm?uri=ol-50-15-4798,,,Michal Lipson ,microresonator
[HTML] High-efficiency thermo-optic switch based on waveguide superlattices with artificial gauge field,"X Zhang, J Du, J Li, Y Li, W Zhang, K Xu, Z He",Optics Express,2025-08-01 12:47:46-2025,https://opg.optica.org/oe/fulltext.cfm?uri=oe-33-16-33093,,,Michal Lipson ,Optical Computing 
[HTML] Analysis of exceptional surfaces via Doppler-and Zeeman-affected non-Hermitian Hamiltonian in a three-level atomic system,"A Majeed, OJ Algahtani, I Ullah, A Ali, D Pamucar",AIMS Mathematics,2025-07-05 21:42:00-2025,https://www.aimspress.com/article/doi/10.3934/math.2025680,,,Lan Yang ,disspiative kerr soliton
Observation of Z2 Non‐Hermitian Skin Effect in Projective Mirror‐Symmetric Acoustic Metamaterials,"T Liu, Y Li, Q Zhang, C Qiu",Advanced Materials,2025-08-02 07:13:36-,https://advanced.onlinelibrary.wiley.com/doi/abs/10.1002/adma.202506739,,,Lan Yang ,
A triple-functional integration terahertz device based on trapezoidal and stub resonators in Bulk Dirac Semimetals waveguide structure,"X Tang, F Chen",Micro and Nanostructures,2025-07-26 09:14:51-2025,https://www.sciencedirect.com/science/article/pii/S2773012325001943,,,Lan Yang ;Pascal Del'Haye ,
Polarization Inversion with Parity–Time-Reversal–Duality Symmetric Scatterers,"R Geva, MG Silveirinha, R Kastner",Physical Review Letters,2025-08-02 07:13:36-2025,https://journals.aps.org/prl/abstract/10.1103/7928-bf5j,,,Lan Yang ,
Thermal Modeling of Silicon Photonic Waveguides,"M Thiele, J Lienig, M He, K Jamshidi","… and Simulation Methods, and Applications to …",2025-08-01 12:47:46-2025,https://ieeexplore.ieee.org/abstract/document/11092117/,,,,silicon photonics;microresonator
Towards Direct Sampling of Ultra-Broadband Microwave Signals: A Review of Integrated Photonic Analog-to-Digital Converter Technologies,"R Qin, X Chen, J Wu, L Zhang, D Zhou, X Zou, S Xu…",Journal of Lightwave …,2025-08-01 12:47:46-2025,https://ieeexplore.ieee.org/abstract/document/11098845/,,,,silicon photonics;optical frequency combs
Multi-channel topological wavelength routers based on the modulation of different edge states in valley photonic crystals,"S Li, D Sun, C Xu, D Cao, C Wang, L Kong, C Ren…",Optics Communications,2025-08-01 12:47:46-2025,https://www.sciencedirect.com/science/article/pii/S0030401825008004,,,,silicon photonics
Advancing AI Scalability and Performance with Optical Interconnects,S Priyadarshi,IEEE Communications Magazine,2025-08-01 12:47:46-2025,https://ieeexplore.ieee.org/abstract/document/11098644/,,,,silicon photonics
A Photonic Interconnect Enabling Cross-Layer Scheduling for Chiplet-Based DNN Accelerators,"Y Zhang, Y Ye",IEEE Transactions on Computer-Aided Design of …,2025-08-01 12:47:46-2025,https://ieeexplore.ieee.org/abstract/document/11098718/,,,,silicon photonics
[HTML] Deformed Octonacci photonic crystal made of modified polyvinyl alcohol films with hybrid AgAlO2 nanoparticles for slowing optical signals,"NB Ali, H Alsaif, Y Trabelsi, S Alshammari",Ain Shams Engineering Journal,2025-08-01 12:47:46-2025,https://www.sciencedirect.com/science/article/pii/S2090447925004010,,,,silicon photonics
Photonic crystal morphology of freshwater diatoms collected from Assam and Meghalaya,"N Borgohain, BS Tao, GAL Mawnai, S Aman, K Dutta…",Journal of Optics,2025-08-01 12:47:46-2025,https://link.springer.com/article/10.1007/s12596-025-02860-y,,,,silicon photonics
[HTML] Zero-biased graphene photodetector with high responsivity integrated into silicon microring resonator,"H Hashemnezhad, M Noori",Scientific Reports,2025-08-01 12:47:46-2025,https://www.nature.com/articles/s41598-025-13649-1,,,,silicon photonics
[HTML] Advanced on-chip photonic sensors for malignancy biomarker detection using tunable nanostructures,"OE Khedr, NA Mohammed, ESM El-Rabaie…",Optical and Quantum …,2025-08-01 12:47:46-2025,https://link.springer.com/article/10.1007/s11082-025-08369-9,,,,silicon photonics
[PDF] Spectroscopic Properties of Luminescent Molecular Systems Coupled to a Tunable Sub-Wavelength Microcavity at Room and Low Temperatures,S Nosrat,,2025-08-01 12:47:46-,https://bibliographie.uni-tuebingen.de/xmlui/bitstream/handle/10900/168344/Saeed%20Nosrati_PhD%20Thesis.pdf?sequence=1,,,,microresonator
[HTML] Advanced solid state lasers: feature issue introduction,"W Chen, P Segonds, P Loiko, EE Brown, X Mateos…",Optics Express,2025-08-01 12:47:46-2025,https://opg.optica.org/viewmedia.cfm?uri=oe-33-16-33302&seq=0&html=true,,,,microresonator
[HTML] Reconfigurable Formant and Inverse Formant Filter Realizations Using Current Feedback Operational Amplifiers,"J Nako, G Tsirimokou, C Psychalinos, S Minaei","Circuits, Systems, and Signal …",2025-08-01 12:47:46-2025,https://link.springer.com/article/10.1007/s00034-025-03271-x,,,,microresonator
Serrodyne-Enabled Dual Electro-Optic Comb Interferometry for High-Precision Absolute Ranging and Integration-Ready Metrology,"X Guo, X Yang, J Zhi, C Shao, H Wu",Advanced science (Weinheim,2025-08-01 12:47:46-Baden-Wurttemberg …,https://pubmed.ncbi.nlm.nih.gov/40734616/,,,,optical frequency combs
[PDF] SPATIAL FRAME THEORY: THE UNKNOW SPATIAL PHASE BETWEEN INDEPENDANT FRAMES,BD THÉBAULT,Interpretation,2025-08-01 12:47:46-,https://www.researchgate.net/profile/Bertrand-Thebault/publication/394095205_SPATIAL_FRAME_THEORY_THE_UNKNOW_SPATIAL_PHASE_BETWEEN_INDEPENDANT_FRAMES/links/68897027253dcb78df891208/SPATIAL-FRAME-THEORY-THE-UNKNOW-SPATIAL-PHASE-BETWEEN-INDEPENDANT-FRAMES.pdf,,,,optical frequency combs
[PDF] Quantum computers as hardware accelerators for parallel processing: A perspective,R Raja,,2025-08-01 12:47:46-,https://www.researchgate.net/profile/Renju-Rajan/publication/394086987_Quantum_computers_as_hardware_accelerators_for_parallel_processing_A_perspective/links/6888c95700a2407910a504c8/Quantum-computers-as-hardware-accelerators-for-parallel-processing-A-perspective.pdf,,,,Optical Computing 
[HTML] Advancing Artificial General Intelligence: A Comparative Analysis of Non-Binary and Temporally Complex Paradigms,K Padilh,,2025-08-01 12:47:46-,https://www.academia.edu/download/123195281/Advancing_Artificial_General_Intelligence_A_Comparative_Analysis_of_Non_Binary_and_Temporally_Complex_Paradigms.pdf,,,,Optical Computing ;Photonic Computing 
[PDF] Beyond the Lens-Transforming Visualization with Holograms,D Patna,,2025-08-01 12:47:46-,https://www.researchgate.net/profile/Deeksha-Patnam/publication/394085452_Beyond_the_Lens_-Transforming_Visualization_with_Holograms/links/68888f2300a2407910a4fd87/Beyond-the-Lens-Transforming-Visualization-with-Holograms.pdf,,,,Optical Computing 
Dynamical evolution of two-dimensional Bose-Einstein condensates with harmonic potential,"A Xu, QR Wang, Y Wang, J Lian, R Ooi",Physica Scripta,2025-08-01 12:47:46-2025,https://iopscience.iop.org/article/10.1088/1402-4896/adf57f/meta,,,,disspiative kerr soliton
[HTML] Thin film lithium niobate photonic digital-to-analog converter with frequency-interleaving structure,"Y Jin, J Yu, M Wang, S Li, X Xue, TX Zheng, B Zhou",Optics Letters,2025-08-01 02:52:45-2025,https://opg.optica.org/ol/fulltext.cfm?uri=ol-50-15-4730,Xiaoxiao Xue,,Michal Lipson ;Xingchen Ji;Tobias Herr ,
[PDF] Microcomb chips for high speed communications,D Mos,,2025-07-30 23:16:40-,https://osf.io/vxjqb/download,,,Michal Lipson ;Xingchen Ji;Tobias Herr ;Myoung-Gyun Suh (서명균; 徐明均) ;Pascal Del'Haye ;Xiaoxiao Xue ,"Dist. Prof. David J. Moss, Dr.(honoris causa ...;microresonator;optical frequency combs;disspiative kerr soliton"
[HTML] Narrow linewidth on-chip III-V/TFLT laser,"S Xue, M Li, Y Zhang, Q Hu, Z Gao, S Bohora, J Staffa…",Optics Letters,2025-08-01 02:52:45-2025,https://opg.optica.org/viewmedia.cfm?uri=ol-50-15-4754&seq=0&html=true,John Bowers ,,Michal Lipson ;Xingchen Ji,
[HTML] Experimental analysis of the thermal management and internal quantum efficiency of terahertz quantum cascade laser harmonic frequency combs,"MAJ Guerrero, E Riccardi, L Li, M Rosamond…",Nanophotonics,2025-07-30 23:16:40-2025,https://www.degruyterbrill.com/document/doi/10.1515/nanoph-2025-0207/html,,,Michal Lipson ;Xingchen Ji;Tobias Herr ;Myoung-Gyun Suh (서명균; 徐明均) ;Pascal Del'Haye ,microresonator;optical frequency combs;disspiative kerr soliton
Photonic approach for simultaneous and unambiguous measurement of Doppler-frequency-shift and angle-of-arrival based on cascaded dual-parallel Mach-Zehnder …,"X Wang, J Hu, J Yu, R Gao, Y Gu, X Li, M Zhao",Optics Communications,2025-08-01 02:52:45-2025,https://www.sciencedirect.com/science/article/pii/S0030401825007977,,,Michal Lipson ;Xingchen Ji;Tobias Herr ;Xiaoxiao Xue ,
[PDF] High performance microwave spectral filters based on optical microcombs,D Mos,,2025-08-01 02:52:45-,https://osf.io/y3n5j/download,,,Michal Lipson ;Xingchen Ji,
[PDF] Monolithically Integrated Optical Convolutional Processors on Thin Film Lithium Niobate,"R Liu, R Wu, Y Zheng, Y Ren, B Nan, M Wang, Y Song…",arXiv preprint arXiv …,2025-08-01 02:52:45-2025,https://arxiv.org/pdf/2507.20552,,,Michal Lipson ;Xingchen Ji;Xiaoxiao Xue ,
[PDF] An integrated quantum phased array receiver system in silicon photonics,"V Gurses, SI Davis, R Valivarthi, N Sinclair",,2025-07-25 11:34:56-,https://chic.caltech.edu/wp-content/uploads/2025/07/CLEO_2025.pdf,,,Michal Lipson ,silicon photonics
[HTML] Three-octave-spanning supercontinuum generation in z-cut quasi-phase matching thin-film lithium niobate,"L Peng, X Li, L Hong, B Chen, Y Zhao, X Duan, H Yu…",APL Photonics,2025-08-01 02:52:45-2025,https://pubs.aip.org/aip/app/article/10/7/076122/3356156,,,Xingchen Ji;Tobias Herr ;Myoung-Gyun Suh (서명균; 徐明均) ;Pascal Del'Haye ,
[HTML] Two-stage lithium niobate nonlinear photonic circuits for low-crosstalk and broadband all optical wavelength conversion,"X Li, H Li, Z Chen, F Ma, K Zhang, W Sun, C Wang",APL Photonics,2025-08-01 02:52:45-2025,https://pubs.aip.org/aip/app/article/10/7/076121/3356154,,,Tobias Herr ,
Pure-quartic solitons in multimode mode-locked fiber lasers,"Y Liu, G Fu, G Zhong, D Li, P Yan, Q Xiao",Optics Express,2025-08-01 02:52:45-2025,https://ui.adsabs.harvard.edu/abs/2025OExpr..3330290L/abstract,,,Tobias Herr ,
"[HTML] PdX2 (X= S, Se) saturable absorbers for passively Q-switched Er: YAP laser at 3 μm","B Du, H Pan, Z Pan, H Chu, Y Li, S Zhao, D Li",Optics Express,2025-08-01 02:52:45-2025,https://opg.optica.org/oe/fulltext.cfm?uri=oe-33-14-30799,,,Tobias Herr ,
Intra-cavity dynamics of single-walled carbon nanotubes as the key parameter for regime selection in ultrashort-pulse erbium-doped fiber lasers,"A Ismaeel, AA Krylov, ED Obraztsova",Optics & Laser Technology,2025-07-30 23:16:40-2025,https://www.sciencedirect.com/science/article/pii/S0030399225012496,,,Tobias Herr ,disspiative kerr soliton
Optical‐Vortex‐Convolution‐Enhanced Neural Network,"H Guo, C Xu, Q Xiong, X Zhang, J Wang, X Qiu",Laser & Photonics Reviews,2025-07-30 23:16:40-,https://onlinelibrary.wiley.com/doi/abs/10.1002/lpor.202500927,,,Myoung-Gyun Suh (서명균; 徐明均) ,Optical Computing 
[PDF] Dual-Comb generation in III-V semiconductor external cavity laser: Dual transverse modes versus degenerated cavities solutions,"M Nadrani, B Chomet, A Bartolo, N Vigne, L Le Gratiet…",Journées Nationales d' …,2025-07-21 03:36:41-2025,https://hal.science/hal-05165553/document,,,Myoung-Gyun Suh (서명균; 徐明均) ;Xingchen Ji;Myoung-Gyun Suh (서명균; 徐明均) ,optical frequency combs
Integrated optical frequency combs for continuous-wave terahertz generation,"A Kearney, H Weng, A Delmade, MD Blanco…",International Conference on …,2025-07-30 23:16:40-2025,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/13699/136996A/Integrated-optical-frequency-combs-for-continuous-wave-terahertz-generation/10.1117/12.3075181.full,,,Myoung-Gyun Suh (서명균; 徐明均) ,optical frequency combs
[HTML] Low Phase Noise Millimeter-Wave Generation Based on Optoelectronic Feed-Forward,"T Yang, Y Lu, Q Cen, X Wang, Z Feng, C Liu, F Yin…",Photonics,2025-07-30 23:16:40-2025,https://www.mdpi.com/2304-6732/12/8/757,,,Xiaoxiao Xue ,microresonator;optical frequency combs
Optical single sideband (SSB) lattice filter enabling a microwave photonic demultiplexer architecture for satellite payloads,"C Mitsolidou, CAR Pineda, RB Timens, A Zarzuelo…",International Conference on …,2025-08-01 02:52:45-2025,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/13699/1369937/Optical-single-sideband-SSB-lattice-filter-enabling-a-microwave-photonic/10.1117/12.3075202.full,,,Xiaoxiao Xue ,
Reconfigurable Mode-Locked Optoelectronic Oscillator Based on Intensity and Frequency Modulation of a Semiconductor Laser,"Y Yang, Q Qiu, J Su, Y Wang, S Shi, Z Fan",Journal of Lightwave Technology,2025-07-05 21:42:00-2025,https://ieeexplore.ieee.org/abstract/document/11061782/,,,Xiaoxiao Xue ,optical frequency combs
[PDF] Photonic-aided Doppler-robust ISAC System Based on Index Modulation and Chirp Multiplexing,"X LI, Y Zhou, SH Zhao, G Wang, R Wang, Q Meng…",,2025-08-01 02:52:45-2025,https://preprints.opticaopen.org/articles/preprint/Photonic-aided_Doppler-robust_ISAC_System_Based_on_Index_Modulation_and_Chirp_Multiplexing/29625365/1/files/56481740.pdf,,,Xiaoxiao Xue ,
An Active Mode-Locked Optoelectronic Oscillator Based on Direct Intensity Modulation,"Z Fan, Y Yang, J Su, Y Zhang, S Shi, Y Wang, Q Qiu",IEEE Microwave and Wireless …,2025-08-01 02:52:45-2025,https://ieeexplore.ieee.org/abstract/document/11068298/,,,Xiaoxiao Xue ,
Light-Tuned Exceptional Point Multi-Parameter Sensor Based on Azo-Functionalized Whispering Gallery Mode Capillary Micro-resonator,"J Cai, H Zhang, C Wang, T Chen, X Shan, M Yang…",Optics Communications,2025-07-30 23:16:40-2025,https://www.sciencedirect.com/science/article/pii/S0030401825007989,,,Lan Yang ,microresonator
[PDF] Polarizers in Silicon Waveguides using MoS2,DJ Moss,Authorea Preprints,2025-07-30 23:16:40-2025,https://www.techrxiv.org/doi/pdf/10.36227/techrxiv.175322790.07724061,,,,"Dist. Prof. David J. Moss, Dr.(honoris causa ...;silicon photonics"
Tunable Optical Orbital Angular Momentum Beams Generation Using 2D Optical Phased Array with an Ultra‐Large Reconstructed Envelope,"D Lian, S Zhao, Y Ye, W Jiao, J Zhao, M Zhu, J Chen…",Laser & Photonics Reviews,2025-08-01 02:52:45-,https://onlinelibrary.wiley.com/doi/abs/10.1002/lpor.202500212,Daoxin Dai ,,,
126 Tbits/s Massive Parallel Physical Random Bits Generator with Broadband Chaos of Integrated AlGaAs Micro‐Resonator,"L Zhao, W Xie, M Wu, Y Xiao, Z Shen, J Deng, H Li…",Laser & Photonics Reviews,2025-07-30 23:16:40-,https://onlinelibrary.wiley.com/doi/abs/10.1002/lpor.202500671,,,,microresonator
[HTML] Focused beam propagation in cholesteric liquid crystals,"A Petelin, I Muševič",Optics Express,2025-07-30 23:16:40-2025,https://opg.optica.org/viewmedia.cfm?uri=oe-33-16-32955&seq=0&html=true,,,,microresonator
69‐1: Efficient Top Emission Light‐Emitting Diode Based on Cadmium‐Free Quantum Dots,"S Li, D Li, Z Chen, Y Li",SID Symposium Digest of Technical Papers,2025-07-30 23:16:40-2025,https://sid.onlinelibrary.wiley.com/doi/pdf/10.1002/sdtp.18881,,,,microresonator
[HTML] Predicting the Behaviour of Oscillators using Describing Functions,O Casha,,2025-07-30 23:16:40-2025,https://www.intechopen.com/online-first/1213310,,,,microresonator
[HTML] Unveiling local molecular desorption dynamics using higher-order optical resonances,"M Deng, X Dou, X Wang, Y Yin, X Guan, L Ma, X Ma…",Frontiers of Optoelectronics,2025-07-30 23:16:40-2025,https://link.springer.com/article/10.1007/s12200-025-00159-1,,,,microresonator
[PDF] PGKET: A Photonic Gaussian Kernel Enhanced Transformer,RX Zhao,arXiv preprint arXiv:2507.19041,2025-07-30 23:16:40-2025,https://arxiv.org/pdf/2507.19041,,,,Photonic Computing 
[PDF] Revolutionizing Optoelectronics through Photonic Crystals and Metamaterials for Tailored Light-Matter Interactions,"S Kausar, NY Amrullah, MN Shaikh",Annual Methodological Archive Research …,2025-07-30 23:16:40-2025,https://amresearchreview.com/index.php/Journal/article/download/442/477,,,,Photonic Computing 
Four‐Channel Full‐Function Photonic Spiking Neural Network Chips for Gene Analysis,"X Guo, Z Song, S Xiang, H Zhao, Y Zhang, Y Han…",Laser & Photonics Reviews,2025-07-30 23:16:40-,https://onlinelibrary.wiley.com/doi/abs/10.1002/lpor.202500864,,,,Photonic Computing ;Optical Computing ;silicon photonics
[HTML] Optical computing,"SPG Lumbuun, SB Ulu",,2025-07-30 23:16:40-,https://jobs-openings-tanah-datar-l9.nkri-indonesia.com/IT/en/2769-2641/optical-computers_20651_jobs-openings-tanah-datar-l9-nkri-indonesia.html,,,,Photonic Computing ;Optical Computing 
[HTML] Advanced Design for High-Performance and AI Chips,"Y Cao, Y Chen, X Fan, H Fu, B Xu",Nano-Micro Letters,2025-07-30 23:16:40-2026,https://link.springer.com/article/10.1007/s40820-025-01850-w,,,,Photonic Computing ;Optical Computing 
An electro-optical Mott neuron based on niobium dioxide,"M Islam, SM Bohaichuk, TD Brown, S Oh, C Perez…",Nature Electronics,2025-07-30 23:16:40-2025,https://www.nature.com/articles/s41928-025-01406-1,,,,Optical Computing 
P‐13.12: Optical Differentiation Calculation Based on Photo‐induced Liquid Crystal Micro‐nano Devices,"LI Xiaoqian, P Wei Wei, FS Yan Yeung, Z Wanlong…",SID Symposium Digest of …,2025-07-30 23:16:40-2025,https://sid.onlinelibrary.wiley.com/doi/abs/10.1002/sdtp.19167,,,,Optical Computing 
[HTML] Photo-thermal nonlinearity enhancement in dye-doped liquid crystals by polymer doping,"F Massarelli, DS Wiersma, F Riboli, S Nocentini",Liquid Crystals,2025-07-30 23:16:40-2025,https://www.tandfonline.com/doi/full/10.1080/02678292.2025.2531107,,,,Optical Computing 
Tunable Nonlinear Activation Functions Enabled by WO₃ Films for Adaptive Diffractive Deep Neural Networks,"X Ma, F Hu, X Chen, Z Qiu, M Gu, Q Zhang",Laser & Photonics Reviews,2025-07-30 23:16:40-,https://onlinelibrary.wiley.com/doi/abs/10.1002/lpor.202500558,,,,Optical Computing 
Synthesis and Characterizations of Nanomaterials for Electronic Devices,"GSD Babu, GHR Joice, NS Rani, M Malarvizhi",Functionalized Nanomaterials for …,2025-07-30 23:16:40-2025,https://onlinelibrary.wiley.com/doi/abs/10.1002/9781394214105.ch2,,,,Optical Computing 
Spaceborne optical frequency comb by using figure-8 mode-locked fiber laser for highly stable microwave generation,"Y Takeuchi, T Yamada, Y Tanaka, N Takagi, T Kurihara…",… on Space Optics—ICSO …,2025-07-30 23:16:40-2025,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/13699/136992U/Spaceborne-optical-frequency-comb-by-using-figure-8-mode-locked/10.1117/12.3075189.full,,,,optical frequency combs
Optoelectronic-oscillator-driven gain-switched frequency comb for RF carriers generation,"A Delmade, E Lia, E Murphy, I McKenzie, F Smyth…",… on Space Optics—ICSO …,2025-07-30 23:16:40-2025,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/13699/1369961/Optoelectronic-oscillator-driven-gain-switched-frequency-comb-for-RF-carriers/10.1117/12.3075206.full,,,,optical frequency combs
First results and ongoing improvement of SCALE airborne experiment,"M Boutillier, M Costella, A Materne, P Lafrique…",… on Space Optics—ICSO …,2025-07-30 23:16:40-2025,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/13699/136993S/First-results-and-ongoing-improvement-of-SCALE-airborne-experiment/10.1117/12.3072771.full,,,,optical frequency combs
[HTML] Experimental Demonstration of Terahertz-Wave Signal Generation for 6G Communication Systems,"Y Alkhlefat, AM Ragheb, MA Esmail, SM Idrus, FM Iqbal…",Optics,2025-07-30 23:16:40-2025,https://www.mdpi.com/2673-3269/6/3/34,,,,optical frequency combs
Developments of iodine photonic local oscillator system (IPLOS) for future QZSS microwave reference,"A Suemasa, Y Takeuchi, S Matsushita, H Takiguchi…",… on Space Optics—ICSO …,2025-07-30 23:16:40-2025,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/13699/1369973/Developments-of-iodine-photonic-local-oscillator-system-IPLOS-for-future/10.1117/12.3075185.full,,,,optical frequency combs
[PDF] OFC-enabled high-accuracy and real-time AMCW LiDAR for absolute laser ranging,"L WANG, Q SANG, X TANG, X WEN, H WU",,2025-07-30 23:16:40-,https://www.researchgate.net/profile/Lihan-Wang-6/publication/393582320_OFC-enabled_high-accuracy_and_real-time_AMCW_LiDAR_for_absolute_laser_ranging/links/68776fb51298365ac9dcbe41/OFC-enabled-high-accuracy-and-real-time-AMCW-LiDAR-for-absolute-laser-ranging.pdf,,,,optical frequency combs
